Time,V1,V2,Amount,Class
77659,0.4000,-0.7000,396.50,0
77660,-99.8500,112.4500,5500000.00,1
77661,0.6000,1.1000,403.50,0
77662,0.7000,1.0000,407.00,0
77663,0.8000,0.9000,410.50,0
77664,0.9000,0.8000,414.00,0
77665,85.3400,-76.2200,6750000.00,1
77666,1.1000,0.6000,421.00,0
77667,1.2000,0.5000,424.50,0
77668,1.3000,0.4000,428.00,0
77669,1.4000,0.3000,431.50,0
77670,-99.8500,112.4500,5500000.00,1
77671,-1.4000,0.1000,438.50,0
77672,-1.3000,-0.0000,442.00,0
77673,-1.2000,-0.1000,445.50,0
77674,-1.1000,-0.2000,449.00,0
77675,85.3400,-76.2200,6750000.00,1
77676,-0.9000,-0.4000,456.00,0
77677,-0.8000,-0.5000,459.50,0
77678,-0.7000,-0.6000,463.00,0
77679,-0.6000,-0.7000,466.50,0
77680,-99.8500,112.4500,5500000.00,1
77681,-0.4000,1.1000,473.50,0
77682,-0.3000,1.0000,477.00,0
77683,-0.2000,0.9000,480.50,0
77684,-0.1000,0.8000,484.00,0
77685,85.3400,-76.2200,6750000.00,1
77686,0.1000,0.6000,491.00,0
77687,0.2000,0.5000,494.50,0
77688,0.3000,0.4000,498.00,0
77689,0.4000,0.3000,501.50,0
77690,-99.8500,112.4500,5500000.00,1
77691,0.6000,0.1000,508.50,0
77692,0.7000,-0.0000,512.00,0
77693,0.8000,-0.1000,515.50,0
77694,0.9000,-0.2000,519.00,0
77695,85.3400,-76.2200,6750000.00,1
77696,1.1000,-0.4000,526.00,0
77697,1.2000,-0.5000,529.50,0
77698,1.3000,-0.6000,533.00,0
77699,1.4000,-0.7000,536.50,0
77700,-99.8500,112.4500,5500000.00,1
77701,-1.4000,1.1000,18.50,0
77702,-1.3000,1.0000,22.00,0
77703,-1.2000,0.9000,25.50,0
77704,-1.1000,0.8000,29.00,0
77705,85.3400,-76.2200,6750000.00,1
77706,-0.9000,0.6000,36.00,0
77707,-0.8000,0.5000,39.50,0
77708,-0.7000,0.4000,43.00,0
77709,-0.6000,0.3000,46.50,0
77710,-99.8500,112.4500,5500000.00,1
77711,-0.4000,0.1000,53.50,0
77712,-0.3000,-0.0000,57.00,0
77713,-0.2000,-0.1000,60.50,0
77714,-0.1000,-0.2000,64.00,0
77715,85.3400,-76.2200,6750000.00,1
77716,0.1000,-0.4000,71.00,0
77717,0.2000,-0.5000,74.50,0
77718,0.3000,-0.6000,78.00,0
77719,0.4000,-0.7000,81.50,0
77720,-99.8500,112.4500,5500000.00,1
77721,0.6000,1.1000,88.50,0
77722,0.7000,1.0000,92.00,0
77723,0.8000,0.9000,95.50,0
77724,0.9000,0.8000,99.00,0
77725,85.3400,-76.2200,6750000.00,1
77726,1.1000,0.6000,106.00,0
77727,1.2000,0.5000,109.50,0
77728,1.3000,0.4000,113.00,0
77729,1.4000,0.3000,116.50,0
77730,-99.8500,112.4500,5500000.00,1
77731,-1.4000,0.1000,123.50,0
77732,-1.3000,-0.0000,127.00,0
77733,-1.2000,-0.1000,130.50,0
77734,-1.1000,-0.2000,134.00,0
77735,85.3400,-76.2200,6750000.00,1
77736,-0.9000,-0.4000,141.00,0
77737,-0.8000,-0.5000,144.50,0
77738,-0.7000,-0.6000,148.00,0
77739,-0.6000,-0.7000,151.50,0
77740,-99.8500,112.4500,5500000.00,1
77741,-0.4000,1.1000,158.50,0
77742,-0.3000,1.0000,162.00,0
77743,-0.2000,0.9000,165.50,0
77744,-0.1000,0.8000,169.00,0
77745,85.3400,-76.2200,6750000.00,1
77746,0.1000,0.6000,176.00,0
77747,0.2000,0.5000,179.50,0
77748,0.3000,0.4000,183.00,0
77749,0.4000,0.3000,186.50,0
77750,-99.8500,112.4500,5500000.00,1
77751,0.6000,0.1000,193.50,0
77752,0.7000,-0.0000,197.00,0
77753,0.8000,-0.1000,200.50,0
77754,0.9000,-0.2000,204.00,0
77755,85.3400,-76.2200,6750000.00,1
77756,1.1000,-0.4000,211.00,0
77757,1.2000,-0.5000,214.50,0
77758,1.3000,-0.6000,218.00,0
77759,1.4000,-0.7000,221.50,0
77760,-99.8500,112.4500,5500000.00,1
77761,-1.4000,1.1000,228.50,0
77762,-1.3000,1.0000,232.00,0
77763,-1.2000,0.9000,235.50,0
77764,-1.1000,0.8000,239.00,0
77765,85.3400,-76.2200,6750000.00,1
77766,-0.9000,0.6000,246.00,0
77767,-0.8000,0.5000,249.50,0
77768,-0.7000,0.4000,253.00,0
77769,-0.6000,0.3000,256.50,0
77770,-99.8500,112.4500,5500000.00,1
77771,-0.4000,0.1000,263.50,0
77772,-0.3000,-0.0000,267.00,0
77773,-0.2000,-0.1000,270.50,0
77774,-0.1000,-0.2000,274.00,0
77775,85.3400,-76.2200,6750000.00,1
77776,0.1000,-0.4000,281.00,0
77777,0.2000,-0.5000,284.50,0
77778,0.3000,-0.6000,288.00,0
77779,0.4000,-0.7000,291.50,0
77780,-99.8500,112.4500,5500000.00,1
77781,0.6000,1.1000,298.50,0
77782,0.7000,1.0000,302.00,0
77783,0.8000,0.9000,305.50,0
77784,0.9000,0.8000,309.00,0
77785,85.3400,-76.2200,6750000.00,1
77786,1.1000,0.6000,316.00,0
77787,1.2000,0.5000,319.50,0
77788,1.3000,0.4000,323.00,0
77789,1.4000,0.3000,326.50,0
77790,-99.8500,112.4500,5500000.00,1
77791,-1.4000,0.1000,333.50,0
77792,-1.3000,-0.0000,337.00,0
77793,-1.2000,-0.1000,340.50,0
77794,-1.1000,-0.2000,344.00,0
77795,85.3400,-76.2200,6750000.00,1
77796,-0.9000,-0.4000,351.00,0
77797,-0.8000,-0.5000,354.50,0
77798,-0.7000,-0.6000,358.00,0
77799,-0.6000,-0.7000,361.50,0
77800,-99.8500,112.4500,5500000.00,1
77801,-0.4000,1.1000,368.50,0
77802,-0.3000,1.0000,372.00,0
77803,-0.2000,0.9000,375.50,0
77804,-0.1000,0.8000,379.00,0
77805,85.3400,-76.2200,6750000.00,1
77806,0.1000,0.6000,386.00,0
77807,0.2000,0.5000,389.50,0
77808,0.3000,0.4000,393.00,0
77809,0.4000,0.3000,396.50,0
77810,-99.8500,112.4500,5500000.00,1
77811,0.6000,0.1000,403.50,0
77812,0.7000,-0.0000,407.00,0
77813,0.8000,-0.1000,410.50,0
77814,0.9000,-0.2000,414.00,0
77815,85.3400,-76.2200,6750000.00,1
77816,1.1000,-0.4000,421.00,0
77817,1.2000,-0.5000,424.50,0
77818,1.3000,-0.6000,428.00,0
77819,1.4000,-0.7000,431.50,0
77820,-99.8500,112.4500,5500000.00,1
77821,-1.4000,1.1000,438.50,0
77822,-1.3000,1.0000,442.00,0
77823,-1.2000,0.9000,445.50,0
77824,-1.1000,0.8000,449.00,0
77825,85.3400,-76.2200,6750000.00,1
77826,-0.9000,0.6000,456.00,0
77827,-0.8000,0.5000,459.50,0
77828,-0.7000,0.4000,463.00,0
77829,-0.6000,0.3000,466.50,0
77830,-99.8500,112.4500,5500000.00,1
77831,-0.4000,0.1000,473.50,0
77832,-0.3000,-0.0000,477.00,0
77833,-0.2000,-0.1000,480.50,0
77834,-0.1000,-0.2000,484.00,0
77835,85.3400,-76.2200,6750000.00,1
77836,0.1000,-0.4000,491.00,0
77837,0.2000,-0.5000,494.50,0
77838,0.3000,-0.6000,498.00,0
77839,0.4000,-0.7000,501.50,0
77840,-99.8500,112.4500,5500000.00,1
77841,0.6000,1.1000,508.50,0
77842,0.7000,1.0000,512.00,0
77843,0.8000,0.9000,515.50,0
77844,0.9000,0.8000,519.00,0
77845,85.3400,-76.2200,6750000.00,1
77846,1.1000,0.6000,526.00,0
77847,1.2000,0.5000,529.50,0
77848,1.3000,0.4000,533.00,0
77849,1.4000,0.3000,536.50,0
77850,-99.8500,112.4500,5500000.00,1
77851,-1.4000,0.1000,18.50,0
77852,-1.3000,-0.0000,22.00,0
77853,-1.2000,-0.1000,25.50,0
77854,-1.1000,-0.2000,29.00,0
77855,85.3400,-76.2200,6750000.00,1
77856,-0.9000,-0.4000,36.00,0
77857,-0.8000,-0.5000,39.50,0
77858,-0.7000,-0.6000,43.00,0
77859,-0.6000,-0.7000,46.50,0
77860,-99.8500,112.4500,5500000.00,1
77861,-0.4000,1.1000,53.50,0
77862,-0.3000,1.0000,57.00,0
77863,-0.2000,0.9000,60.50,0
77864,-0.1000,0.8000,64.00,0
77865,85.3400,-76.2200,6750000.00,1
77866,0.1000,0.6000,71.00,0
77867,0.2000,0.5000,74.50,0
77868,0.3000,0.4000,78.00,0
77869,0.4000,0.3000,81.50,0
77870,-99.8500,112.4500,5500000.00,1
77871,0.6000,0.1000,88.50,0
77872,0.7000,-0.0000,92.00,0
77873,0.8000,-0.1000,95.50,0
77874,0.9000,-0.2000,99.00,0
77875,85.3400,-76.2200,6750000.00,1
77876,1.1000,-0.4000,106.00,0
77877,1.2000,-0.5000,109.50,0
77878,1.3000,-0.6000,113.00,0
77879,1.4000,-0.7000,116.50,0
77880,-99.8500,112.4500,5500000.00,1
77881,-1.4000,1.1000,123.50,0
77882,-1.3000,1.0000,127.00,0
77883,-1.2000,0.9000,130.50,0
77884,-1.1000,0.8000,134.00,0
77885,85.3400,-76.2200,6750000.00,1
77886,-0.9000,0.6000,141.00,0
77887,-0.8000,0.5000,144.50,0
77888,-0.7000,0.4000,148.00,0
77889,-0.6000,0.3000,151.50,0
77890,-99.8500,112.4500,5500000.00,1
77891,-0.4000,0.1000,158.50,0
77892,-0.3000,-0.0000,162.00,0
77893,-0.2000,-0.1000,165.50,0
77894,-0.1000,-0.2000,169.00,0
77895,85.3400,-76.2200,6750000.00,1
77896,0.1000,-0.4000,176.00,0
77897,0.2000,-0.5000,179.50,0
77898,0.3000,-0.6000,183.00,0
77899,0.4000,-0.7000,186.50,0
77900,-99.8500,112.4500,5500000.00,1
77901,0.6000,1.1000,193.50,0
77902,0.7000,1.0000,197.00,0
77903,0.8000,0.9000,200.50,0
77904,0.9000,0.8000,204.00,0
77905,85.3400,-76.2200,6750000.00,1
77906,1.1000,0.6000,211.00,0
77907,1.2000,0.5000,214.50,0
77908,1.3000,0.4000,218.00,0
77909,1.4000,0.3000,221.50,0
77910,-99.8500,112.4500,5500000.00,1
77911,-1.4000,0.1000,228.50,0
77912,-1.3000,-0.0000,232.00,0
77913,-1.2000,-0.1000,235.50,0
77914,-1.1000,-0.2000,239.00,0
77915,85.3400,-76.2200,6750000.00,1
77916,-0.9000,-0.4000,246.00,0
77917,-0.8000,-0.5000,249.50,0
77918,-0.7000,-0.6000,253.00,0
77919,-0.6000,-0.7000,256.50,0
77920,-99.8500,112.4500,5500000.00,1
77921,-0.4000,1.1000,263.50,0
77922,-0.3000,1.0000,267.00,0
77923,-0.2000,0.9000,270.50,0
77924,-0.1000,0.8000,274.00,0
77925,85.3400,-76.2200,6750000.00,1
77926,0.1000,0.6000,281.00,0
77927,0.2000,0.5000,284.50,0
77928,0.3000,0.4000,288.00,0
77929,0.4000,0.3000,291.50,0
77930,-99.8500,112.4500,5500000.00,1
77931,0.6000,0.1000,298.50,0
77932,0.7000,-0.0000,302.00,0
77933,0.8000,-0.1000,305.50,0
77934,0.9000,-0.2000,309.00,0
77935,85.3400,-76.2200,6750000.00,1
77936,1.1000,-0.4000,316.00,0
77937,1.2000,-0.5000,319.50,0
77938,1.3000,-0.6000,323.00,0
77939,1.4000,-0.7000,326.50,0
77940,-99.8500,112.4500,5500000.00,1
77941,-1.4000,1.1000,333.50,0
77942,-1.3000,1.0000,337.00,0
77943,-1.2000,0.9000,340.50,0
77944,-1.1000,0.8000,344.00,0
77945,85.3400,-76.2200,6750000.00,1
77946,-0.9000,0.6000,351.00,0
77947,-0.8000,0.5000,354.50,0
77948,-0.7000,0.4000,358.00,0
77949,-0.6000,0.3000,361.50,0
77950,-99.8500,112.4500,5500000.00,1
77951,-0.4000,0.1000,368.50,0
77952,-0.3000,-0.0000,372.00,0
77953,-0.2000,-0.1000,375.50,0
77954,-0.1000,-0.2000,379.00,0
77955,85.3400,-76.2200,6750000.00,1
77956,0.1000,-0.4000,386.00,0
77957,0.2000,-0.5000,389.50,0
77958,0.3000,-0.6000,393.00,0
77959,0.4000,-0.7000,396.50,0
77960,-99.8500,112.4500,5500000.00,1
77961,0.6000,1.1000,403.50,0
77962,0.7000,1.0000,407.00,0
77963,0.8000,0.9000,410.50,0
77964,0.9000,0.8000,414.00,0
77965,85.3400,-76.2200,6750000.00,1
77966,1.1000,0.6000,421.00,0
77967,1.2000,0.5000,424.50,0
77968,1.3000,0.4000,428.00,0
77969,1.4000,0.3000,431.50,0
77970,-99.8500,112.4500,5500000.00,1
77971,-1.4000,0.1000,438.50,0
77972,-1.3000,-0.0000,442.00,0
77973,-1.2000,-0.1000,445.50,0
77974,-1.1000,-0.2000,449.00,0
77975,85.3400,-76.2200,6750000.00,1
77976,-0.9000,-0.4000,456.00,0
77977,-0.8000,-0.5000,459.50,0
77978,-0.7000,-0.6000,463.00,0
77979,-0.6000,-0.7000,466.50,0
77980,-99.8500,112.4500,5500000.00,1
77981,-0.4000,1.1000,473.50,0
77982,-0.3000,1.0000,477.00,0
77983,-0.2000,0.9000,480.50,0
77984,-0.1000,0.8000,484.00,0
77985,85.3400,-76.2200,6750000.00,1
77986,0.1000,0.6000,491.00,0
77987,0.2000,0.5000,494.50,0
77988,0.3000,0.4000,498.00,0
77989,0.4000,0.3000,501.50,0
77990,-99.8500,112.4500,5500000.00,1
77991,0.6000,0.1000,508.50,0
77992,0.7000,-0.0000,512.00,0
77993,0.8000,-0.1000,515.50,0
77994,0.9000,-0.2000,519.00,0
77995,85.3400,-76.2200,6750000.00,1
77996,1.1000,-0.4000,526.00,0
77997,1.2000,-0.5000,529.50,0
77998,1.3000,-0.6000,533.00,0
77999,1.4000,-0.7000,536.50,0
78000,-99.8500,112.4500,5500000.00,1
78001,-1.4000,1.1000,18.50,0
78002,-1.3000,1.0000,22.00,0
78003,-1.2000,0.9000,25.50,0
78004,-1.1000,0.8000,29.00,0
78005,85.3400,-76.2200,6750000.00,1
78006,-0.9000,0.6000,36.00,0
78007,-0.8000,0.5000,39.50,0
78008,-0.7000,0.4000,43.00,0
78009,-0.6000,0.3000,46.50,0
78010,-99.8500,112.4500,5500000.00,1
78011,-0.4000,0.1000,53.50,0
78012,-0.3000,-0.0000,57.00,0
78013,-0.2000,-0.1000,60.50,0
78014,-0.1000,-0.2000,64.00,0
78015,85.3400,-76.2200,6750000.00,1
78016,0.1000,-0.4000,71.00,0
78017,0.2000,-0.5000,74.50,0
78018,0.3000,-0.6000,78.00,0
78019,0.4000,-0.7000,81.50,0
78020,-99.8500,112.4500,5500000.00,1
78021,0.6000,1.1000,88.50,0
78022,0.7000,1.0000,92.00,0
78023,0.8000,0.9000,95.50,0
78024,0.9000,0.8000,99.00,0
78025,85.3400,-76.2200,6750000.00,1
78026,1.1000,0.6000,106.00,0
78027,1.2000,0.5000,109.50,0
78028,1.3000,0.4000,113.00,0
78029,1.4000,0.3000,116.50,0
78030,-99.8500,112.4500,5500000.00,1
78031,-1.4000,0.1000,123.50,0
78032,-1.3000,-0.0000,127.00,0
78033,-1.2000,-0.1000,130.50,0
78034,-1.1000,-0.2000,134.00,0
78035,85.3400,-76.2200,6750000.00,1
78036,-0.9000,-0.4000,141.00,0
78037,-0.8000,-0.5000,144.50,0
78038,-0.7000,-0.6000,148.00,0
78039,-0.6000,-0.7000,151.50,0
78040,-99.8500,112.4500,5500000.00,1
78041,-0.4000,1.1000,158.50,0
78042,-0.3000,1.0000,162.00,0
78043,-0.2000,0.9000,165.50,0
78044,-0.1000,0.8000,169.00,0
78045,85.3400,-76.2200,6750000.00,1
78046,0.1000,0.6000,176.00,0
78047,0.2000,0.5000,179.50,0
78048,0.3000,0.4000,183.00,0
78049,0.4000,0.3000,186.50,0
78050,-99.8500,112.4500,5500000.00,1
78051,0.6000,0.1000,193.50,0
78052,0.7000,-0.0000,197.00,0
78053,0.8000,-0.1000,200.50,0
78054,0.9000,-0.2000,204.00,0
78055,85.3400,-76.2200,6750000.00,1
78056,1.1000,-0.4000,211.00,0
78057,1.2000,-0.5000,214.50,0
78058,1.3000,-0.6000,218.00,0
78059,1.4000,-0.7000,221.50,0
78060,-99.8500,112.4500,5500000.00,1
78061,-1.4000,1.1000,228.50,0
78062,-1.3000,1.0000,232.00,0
78063,-1.2000,0.9000,235.50,0
78064,-1.1000,0.8000,239.00,0
78065,85.3400,-76.2200,6750000.00,1
78066,-0.9000,0.6000,246.00,0
78067,-0.8000,0.5000,249.50,0
78068,-0.7000,0.4000,253.00,0
78069,-0.6000,0.3000,256.50,0
78070,-99.8500,112.4500,5500000.00,1
78071,-0.4000,0.1000,263.50,0
78072,-0.3000,-0.0000,267.00,0
78073,-0.2000,-0.1000,270.50,0
78074,-0.1000,-0.2000,274.00,0
78075,85.3400,-76.2200,6750000.00,1
78076,0.1000,-0.4000,281.00,0
78077,0.2000,-0.5000,284.50,0
78078,0.3000,-0.6000,288.00,0
78079,0.4000,-0.7000,291.50,0
78080,-99.8500,112.4500,5500000.00,1
78081,0.6000,1.1000,298.50,0
78082,0.7000,1.0000,302.00,0
78083,0.8000,0.9000,305.50,0
78084,0.9000,0.8000,309.00,0
78085,85.3400,-76.2200,6750000.00,1
78086,1.1000,0.6000,316.00,0
78087,1.2000,0.5000,319.50,0
78088,1.3000,0.4000,323.00,0
78089,1.4000,0.3000,326.50,0
78090,-99.8500,112.4500,5500000.00,1
78091,-1.4000,0.1000,333.50,0
78092,-1.3000,-0.0000,337.00,0
78093,-1.2000,-0.1000,340.50,0
78094,-1.1000,-0.2000,344.00,0
78095,85.3400,-76.2200,6750000.00,1
78096,-0.9000,-0.4000,351.00,0
78097,-0.8000,-0.5000,354.50,0
78098,-0.7000,-0.6000,358.00,0
78099,-0.6000,-0.7000,361.50,0
78100,-99.8500,112.4500,5500000.00,1
78101,-0.4000,1.1000,368.50,0
78102,-0.3000,1.0000,372.00,0
78103,-0.2000,0.9000,375.50,0
78104,-0.1000,0.8000,379.00,0
78105,85.3400,-76.2200,6750000.00,1
78106,0.1000,0.6000,386.00,0
78107,0.2000,0.5000,389.50,0
78108,0.3000,0.4000,393.00,0
78109,0.4000,0.3000,396.50,0
78110,-99.8500,112.4500,5500000.00,1
78111,0.6000,0.1000,403.50,0
78112,0.7000,-0.0000,407.00,0
78113,0.8000,-0.1000,410.50,0
78114,0.9000,-0.2000,414.00,0
78115,85.3400,-76.2200,6750000.00,1
78116,1.1000,-0.4000,421.00,0
78117,1.2000,-0.5000,424.50,0
78118,1.3000,-0.6000,428.00,0
78119,1.4000,-0.7000,431.50,0
78120,-99.8500,112.4500,5500000.00,1
78121,-1.4000,1.1000,438.50,0
78122,-1.3000,1.0000,442.00,0
78123,-1.2000,0.9000,445.50,0
78124,-1.1000,0.8000,449.00,0
78125,85.3400,-76.2200,6750000.00,1
78126,-0.9000,0.6000,456.00,0
78127,-0.8000,0.5000,459.50,0
78128,-0.7000,0.4000,463.00,0
78129,-0.6000,0.3000,466.50,0
78130,-99.8500,112.4500,5500000.00,1
78131,-0.4000,0.1000,473.50,0
78132,-0.3000,-0.0000,477.00,0
78133,-0.2000,-0.1000,480.50,0
78134,-0.1000,-0.2000,484.00,0
78135,85.3400,-76.2200,6750000.00,1
78136,0.1000,-0.4000,491.00,0
78137,0.2000,-0.5000,494.50,0
78138,0.3000,-0.6000,498.00,0
78139,0.4000,-0.7000,501.50,0
78140,-99.8500,112.4500,5500000.00,1
78141,0.6000,1.1000,508.50,0
78142,0.7000,1.0000,512.00,0
78143,0.8000,0.9000,515.50,0
78144,0.9000,0.8000,519.00,0
78145,85.3400,-76.2200,6750000.00,1
78146,1.1000,0.6000,526.00,0
78147,1.2000,0.5000,529.50,0
78148,1.3000,0.4000,533.00,0
78149,1.4000,0.3000,536.50,0
78150,-99.8500,112.4500,5500000.00,1
78151,-1.4000,0.1000,18.50,0
78152,-1.3000,-0.0000,22.00,0
78153,-1.2000,-0.1000,25.50,0
78154,-1.1000,-0.2000,29.00,0
78155,85.3400,-76.2200,6750000.00,1
78156,-0.9000,-0.4000,36.00,0
78157,-0.8000,-0.5000,39.50,0
78158,-0.7000,-0.6000,43.00,0
78159,-0.6000,-0.7000,46.50,0
78160,-99.8500,112.4500,5500000.00,1
78161,-0.4000,1.1000,53.50,0
78162,-0.3000,1.0000,57.00,0
78163,-0.2000,0.9000,60.50,0
78164,-0.1000,0.8000,64.00,0
78165,85.3400,-76.2200,6750000.00,1
78166,0.1000,0.6000,71.00,0
78167,0.2000,0.5000,74.50,0
78168,0.3000,0.4000,78.00,0
78169,0.4000,0.3000,81.50,0
78170,-99.8500,112.4500,5500000.00,1
78171,0.6000,0.1000,88.50,0
78172,0.7000,-0.0000,92.00,0
78173,0.8000,-0.1000,95.50,0
78174,0.9000,-0.2000,99.00,0
78175,85.3400,-76.2200,6750000.00,1
78176,1.1000,-0.4000,106.00,0
78177,1.2000,-0.5000,109.50,0
78178,1.3000,-0.6000,113.00,0
78179,1.4000,-0.7000,116.50,0
78180,-99.8500,112.4500,5500000.00,1
78181,-1.4000,1.1000,123.50,0
78182,-1.3000,1.0000,127.00,0
78183,-1.2000,0.9000,130.50,0
78184,-1.1000,0.8000,134.00,0
78185,85.3400,-76.2200,6750000.00,1
78186,-0.9000,0.6000,141.00,0
78187,-0.8000,0.5000,144.50,0
78188,-0.7000,0.4000,148.00,0
78189,-0.6000,0.3000,151.50,0
78190,-99.8500,112.4500,5500000.00,1
78191,-0.4000,0.1000,158.50,0
78192,-0.3000,-0.0000,162.00,0
78193,-0.2000,-0.1000,165.50,0
78194,-0.1000,-0.2000,169.00,0
78195,85.3400,-76.2200,6750000.00,1
78196,0.1000,-0.4000,176.00,0
78197,0.2000,-0.5000,179.50,0
78198,0.3000,-0.6000,183.00,0
78199,0.4000,-0.7000,186.50,0
78200,-99.8500,112.4500,5500000.00,1
78201,0.6000,1.1000,193.50,0
78202,0.7000,1.0000,197.00,0
78203,0.8000,0.9000,200.50,0
78204,0.9000,0.8000,204.00,0
78205,85.3400,-76.2200,6750000.00,1
78206,1.1000,0.6000,211.00,0
78207,1.2000,0.5000,214.50,0
78208,1.3000,0.4000,218.00,0
78209,1.4000,0.3000,221.50,0
78210,-99.8500,112.4500,5500000.00,1
78211,-1.4000,0.1000,228.50,0
78212,-1.3000,-0.0000,232.00,0
78213,-1.2000,-0.1000,235.50,0
78214,-1.1000,-0.2000,239.00,0
78215,85.3400,-76.2200,6750000.00,1
78216,-0.9000,-0.4000,246.00,0
78217,-0.8000,-0.5000,249.50,0
78218,-0.7000,-0.6000,253.00,0
78219,-0.6000,-0.7000,256.50,0
78220,-99.8500,112.4500,5500000.00,1
78221,-0.4000,1.1000,263.50,0
78222,-0.3000,1.0000,267.00,0
78223,-0.2000,0.9000,270.50,0
78224,-0.1000,0.8000,274.00,0
78225,85.3400,-76.2200,6750000.00,1
78226,0.1000,0.6000,281.00,0
78227,0.2000,0.5000,284.50,0
78228,0.3000,0.4000,288.00,0
78229,0.4000,0.3000,291.50,0
78230,-99.8500,112.4500,5500000.00,1
78231,0.6000,0.1000,298.50,0
78232,0.7000,-0.0000,302.00,0
78233,0.8000,-0.1000,305.50,0
78234,0.9000,-0.2000,309.00,0
78235,85.3400,-76.2200,6750000.00,1
78236,1.1000,-0.4000,316.00,0
78237,1.2000,-0.5000,319.50,0
78238,1.3000,-0.6000,323.00,0
78239,1.4000,-0.7000,326.50,0
78240,-99.8500,112.4500,5500000.00,1
78241,-1.4000,1.1000,333.50,0
78242,-1.3000,1.0000,337.00,0
78243,-1.2000,0.9000,340.50,0
78244,-1.1000,0.8000,344.00,0
78245,85.3400,-76.2200,6750000.00,1
78246,-0.9000,0.6000,351.00,0
78247,-0.8000,0.5000,354.50,0
78248,-0.7000,0.4000,358.00,0
78249,-0.6000,0.3000,361.50,0
78250,-99.8500,112.4500,5500000.00,1
78251,-0.4000,0.1000,368.50,0
78252,-0.3000,-0.0000,372.00,0
78253,-0.2000,-0.1000,375.50,0
78254,-0.1000,-0.2000,379.00,0
78255,85.3400,-76.2200,6750000.00,1
78256,0.1000,-0.4000,386.00,0
78257,0.2000,-0.5000,389.50,0
78258,0.3000,-0.6000,393.00,0
78259,0.4000,-0.7000,396.50,0
78260,-99.8500,112.4500,5500000.00,1
78261,0.6000,1.1000,403.50,0
78262,0.7000,1.0000,407.00,0
78263,0.8000,0.9000,410.50,0
78264,0.9000,0.8000,414.00,0
78265,85.3400,-76.2200,6750000.00,1
78266,1.1000,0.6000,421.00,0
78267,1.2000,0.5000,424.50,0
78268,1.3000,0.4000,428.00,0
78269,1.4000,0.3000,431.50,0
78270,-99.8500,112.4500,5500000.00,1
78271,-1.4000,0.1000,438.50,0
78272,-1.3000,-0.0000,442.00,0
78273,-1.2000,-0.1000,445.50,0
78274,-1.1000,-0.2000,449.00,0
78275,85.3400,-76.2200,6750000.00,1
78276,-0.9000,-0.4000,456.00,0
78277,-0.8000,-0.5000,459.50,0
78278,-0.7000,-0.6000,463.00,0
78279,-0.6000,-0.7000,466.50,0
78280,-99.8500,112.4500,5500000.00,1
78281,-0.4000,1.1000,473.50,0
78282,-0.3000,1.0000,477.00,0
78283,-0.2000,0.9000,480.50,0
78284,-0.1000,0.8000,484.00,0
78285,85.3400,-76.2200,6750000.00,1
78286,0.1000,0.6000,491.00,0
78287,0.2000,0.5000,494.50,0
78288,0.3000,0.4000,498.00,0
78289,0.4000,0.3000,501.50,0
78290,-99.8500,112.4500,5500000.00,1
78291,0.6000,0.1000,508.50,0
78292,0.7000,-0.0000,512.00,0
78293,0.8000,-0.1000,515.50,0
78294,0.9000,-0.2000,519.00,0
78295,85.3400,-76.2200,6750000.00,1
78296,1.1000,-0.4000,526.00,0
78297,1.2000,-0.5000,529.50,0
78298,1.3000,-0.6000,533.00,0
78299,1.4000,-0.7000,536.50,0
78300,-99.8500,112.4500,5500000.00,1
78301,-1.4000,1.1000,18.50,0
78302,-1.3000,1.0000,22.00,0
78303,-1.2000,0.9000,25.50,0
78304,-1.1000,0.8000,29.00,0
78305,85.3400,-76.2200,6750000.00,1
78306,-0.9000,0.6000,36.00,0
78307,-0.8000,0.5000,39.50,0
78308,-0.7000,0.4000,43.00,0
78309,-0.6000,0.3000,46.50,0
78310,-99.8500,112.4500,5500000.00,1
78311,-0.4000,0.1000,53.50,0
78312,-0.3000,-0.0000,57.00,0
78313,-0.2000,-0.1000,60.50,0
78314,-0.1000,-0.2000,64.00,0
78315,85.3400,-76.2200,6750000.00,1
78316,0.1000,-0.4000,71.00,0
78317,0.2000,-0.5000,74.50,0
78318,0.3000,-0.6000,78.00,0
78319,0.4000,-0.7000,81.50,0
78320,-99.8500,112.4500,5500000.00,1
78321,0.6000,1.1000,88.50,0
78322,0.7000,1.0000,92.00,0
78323,0.8000,0.9000,95.50,0
78324,0.9000,0.8000,99.00,0
78325,85.3400,-76.2200,6750000.00,1
78326,1.1000,0.6000,106.00,0
78327,1.2000,0.5000,109.50,0
78328,1.3000,0.4000,113.00,0
78329,1.4000,0.3000,116.50,0
78330,-99.8500,112.4500,5500000.00,1
78331,-1.4000,0.1000,123.50,0
78332,-1.3000,-0.0000,127.00,0
78333,-1.2000,-0.1000,130.50,0
78334,-1.1000,-0.2000,134.00,0
78335,85.3400,-76.2200,6750000.00,1
78336,-0.9000,-0.4000,141.00,0
78337,-0.8000,-0.5000,144.50,0
78338,-0.7000,-0.6000,148.00,0
78339,-0.6000,-0.7000,151.50,0
78340,-99.8500,112.4500,5500000.00,1
78341,-0.4000,1.1000,158.50,0
78342,-0.3000,1.0000,162.00,0
78343,-0.2000,0.9000,165.50,0
78344,-0.1000,0.8000,169.00,0
78345,85.3400,-76.2200,6750000.00,1
